Kathy Castor,Female,Caucasian/White,1966,null,null,2007,2021,Florida
Katie Porter,Female,Caucasian/White,1974,null,null,2019,2021,California
Kay Granger,Female,Caucasian/White,1943,null,null,1997,2021,Texas
Kelly Armstrong,Female,Caucasian/White,1976,null,null,2019,2021,North Dakota
Ken Buck,Male,Caucasian/White,1959,null,null,2015,2021,Colorado
Ken Calvert,Male,Caucasian/White,1953,null,null,1993,2021,California
Kendra Horn,Female,Caucasian/White,1976,null,null,2019,2021,Oklahoma
Kenny Marchant,Male,Caucasian/White,1951,null,null,2005,2021,Texas
Kevin Brady,Male,Caucasian/White,1955,null,null,1997,2021,Texas
Kevin Hern,Male,Caucasian/White,1961,null,null,2018,2021,Oklahoma
Kevin McCarthy,Male,Caucasian/White,1965,null,null,2007,2021,California
Kim Schrier,Female,Caucasian/White,1968,null,null,2019,2021,Washington
Kurt Schrader,Male,Caucasian/White,1951,null,null,2009,2021,Oregon
Lance Gooden,Male,Caucasian/White,1982,null,null,2019,2021,Texas
Larry Bucshon,Male,Caucasian/White,1962,null,null,2011,2021,Indiana
Lee Zeldin,Male,Caucasian/White,1980,null,null,2015,2021,New York
Lizzie Pannill Fletcher,Female,Caucasian/White,1975,null,null,2019,2021,Texas
Lloyd Doggett,Male,Caucasian/White,1946,null,null,1995,2021,Texas
Lloyd Smucker,Male,Caucasian/White,1964,null,null,2017,2021,Pennsylvania
Lois Frankel,Female,Caucasian/White,1948,null,null,2013,2021,Florida
Lori Trahan,Female,Caucasian/White,1973,null,null,2019,2021,Massachusetts
Louie Gohmert,Male,Caucasian/White,1953,null,null,2005,2021,Texas
Mac Thornberry,Male,Caucasian/White,1958,null,null,1995,2021,Texas
Madeleine Dean,Female,Caucasian/White,1959,null,null,2019,2021,Pennsylvania
Marcy Kaptur,Female,Caucasian/White,1946,null,null,1983,2021,Ohio
Mark Amodei,Male,Caucasian/White,1958,null,null,2011,2021,Nevada
Mark DeSaulnier,Male,Caucasian/White,1952,null,null,2015,2021,California
Mark E. Green,Male,Caucasian/White,1964,null,null,2019,2021,Tennessee
Mark Pocan,Male,Caucasian/White,1964,null,null,2013,2021,Wisconsin
Mark Walker,Male,Caucasian/White,1969,null,null,2015,2021,North Carolina
Mary Gay Scanlon,Female,Caucasian/White,1959,null,null,2018,2021,Pennsylvania
Matt Cartwright,Male,Caucasian/White,1961,null,null,2013,2021,Pennsylvania
Matt Gaetz,Male,Caucasian/White,1982,null,null,2017,2021,Florida
Max Rose,Male,Caucasian/White,1986,null,null,2019,2021,New York
Michael C. Burgess,Male,Caucasian/White,1950,null,null,2003,2021,Texas
Michael Cloud,Male,Caucasian/White,1975,null,null,2018,2021,Texas
Michael Guest,Male,Caucasian/White,1970,null,null,2019,2021,Mississippi
Michael McCaul,Male,Caucasian/White,1962,null,null,2005,2021,Texas
Michael Waltz,Male,Caucasian/White,1974,null,null,2019,2021,Florida
Mike Bost,Male,Caucasian/White,1960,null,null,2015,2021,Illinois
Mike Conaway,Male,Caucasian/White,1948,null,null,2005,2021,Texas
Mike Doyle,Male,Caucasian/White,1953,null,null,1995,2021,Pennsylvania
Mike Gallagher,Male,Caucasian/White,1984,null,null,2017,2021,Wisconsin
Mike Johnson,Male,Caucasian/White,1972,null,null,2017,2021,Louisiana
Mike Kelly,Male,Caucasian/White,1948,null,null,2011,2021,Pennsylvania
Mike Quigley,Male,Caucasian/White,1958,null,null,2009,2021,Illinois
Mike Simpson,Male,Caucasian/White,1950,null,null,1999,2021,Idaho
Mike Turner,Male,Caucasian/White,1960,null,null,2003,2021,Ohio
Mikie Sherrill,Female,Caucasian/White,1972,null,null,2019,2021,New Jersey
Morgan Griffith,Male,Caucasian/White,1958,null,null,2011,2021,Virginia
Nancy Pelosi,Female,Caucasian/White,1940,null,null,1987,2021,California
Neal Dunn,Male,Caucasian/White,1953,null,null,2017,2021,Florida
Nita Lowey,Female,Caucasian/White,1937,null,null,1989,2021,New York
Patrick McHenry,Male,Caucasian/White,1975,null,null,2005,2021,North Carolina
Paul Mitchell,Male,Caucasian/White,1956,null,null,2017,2021,Michigan
Paul Tonko,Male,Caucasian/White,1949,null,null,2009,2021,New York
Pete Olson,Male,Caucasian/White,1962,null,null,2009,2021,Texas
Pete Stauber,Male,Caucasian/White,1966,null,null,2019,2021,Minnesota
Pete Visclosky,Male,Caucasian/White,1949,null,null,1985,2021,Indiana
Peter DeFazio,Male,Caucasian/White,1947,null,null,1987,2021,Oregon
Peter T. King,Male,Caucasian/White,1944,null,null,1993,2021,New York
Peter Welch,Male,Caucasian/White,1947,null,null,2007,2021,Vermont
Phil Roe,Male,Caucasian/White,1945,null,null,2009,2021,Tennessee
Ralph Abraham,Male,Caucasian/White,1954,null,null,2015,2021,Louisiana
Ralph Norman,Male,Caucasian/White,1953,null,null,2017,2021,South Carolina
Randy Weber,Male,Caucasian/White,1953,null,null,2013,2021,Texas
Richard Hudson,Male,Caucasian/White,1971,null,null,2013,2021,North Carolina
Richard Neal,Male,Caucasian/White,1949,null,null,1989,2021,Massachusetts
Rick Larsen,Male,Caucasian/White,1965,null,null,2001,2021,Washington
Rick W. Allen,Male,Caucasian/White,1951,null,null,2015,2021,Georgia
